dataset,row_index,column,value,value_dtype,match_type
areas,421,word,วังโป่ง > วังศาล > 67240,str,text_contains_67
areas,422,word,วังโป่ง > วังหิน > 67240,str,text_contains_67
areas,423,word,วังโป่ง > วังโป่ง > 67240,str,text_contains_67
areas,424,word,หนองไผ่ > นาเฉลียง > 67220,str,text_contains_67
areas,425,word,หนองไผ่ > บัววัฒนา > 67140,str,text_contains_67
areas,426,word,หนองไผ่ > ยางงาม > 67220,str,text_contains_67
areas,427,word,หนองไผ่ > หนองไผ่ > 67140,str,text_contains_67
areas,428,word,หนองไผ่ > ห้วยโป่ง > 67220,str,text_contains_67
areas,5759,word,เขาค้อ > ทุ่งสมอ > 67270,str,text_contains_67
areas,5760,word,เขาค้อ > ริมสีม่วง > 67270,str,text_contains_67
areas,5761,word,เขาค้อ > สะเดาะพง > 67270,str,text_contains_67
areas,5762,word,เขาค้อ > หนองแม่นา > 67270,str,text_contains_67
areas,5763,word,เขาค้อ > เขาค้อ > 67270,str,text_contains_67
areas,5764,word,เขาค้อ > เข็กน้อย > 67280,str,text_contains_67
areas,5765,word,เขาค้อ > แคมป์สน > 67280,str,text_contains_67
areas,5766,word,หล่มเก่า > ตาดกลอย > 67120,str,text_contains_67
areas,5767,word,หล่มเก่า > นาซำ > 67120,str,text_contains_67
areas,5768,word,หล่มเก่า > นาเกาะ > 67120,str,text_contains_67
areas,5769,word,หล่มเก่า > นาแซง > 67120,str,text_contains_67
areas,5770,word,หล่มเก่า > บ้านเนิน > 67120,str,text_contains_67
areas,5771,word,หล่มเก่า > วังบาล > 67120,str,text_contains_67
areas,5772,word,หล่มเก่า > ศิลา > 67120,str,text_contains_67
areas,5773,word,หล่มเก่า > หล่มเก่า > 67120,str,text_contains_67
areas,5774,word,หล่มเก่า > หินฮาว > 67120,str,text_contains_67
areas,5775,word,หล่มสัก > ท่าอิบุญ > 67110,str,text_contains_67
areas,5776,word,หล่มสัก > น้ำก้อ > 67110,str,text_contains_67
areas,5777,word,หล่มสัก > น้ำชุน > 67110,str,text_contains_67
areas,5778,word,หล่มสัก > น้ำเฮี้ย > 67110,str,text_contains_67
areas,5779,word,หล่มสัก > บุ่งคล้า > 67110,str,text_contains_67
areas,5780,word,หล่มสัก > บุ่งน้ำเต้า > 67110,str,text_contains_67
areas,5781,word,หล่มสัก > ฝายนาแซง > 67110,str,text_contains_67
areas,5782,word,หล่มสัก > สักหลง > 67110,str,text_contains_67
areas,5783,word,หล่มสัก > หนองสว่าง > 67110,str,text_contains_67
areas,5784,word,น้ำหนาว > น้ำหนาว > 67260,str,text_contains_67
areas,5785,word,น้ำหนาว > วังกวาง > 67260,str,text_contains_67
areas,5786,word,น้ำหนาว > หลักด่าน > 67260,str,text_contains_67
areas,5787,word,น้ำหนาว > โคกมน > 67260,str,text_contains_67
areas,5788,word,เมืองเพชรบูรณ์ > ท่าพล > 67250,str,text_contains_67
areas,5789,word,เมืองเพชรบูรณ์ > นางั่ว > 67000,str,text_contains_67
areas,5790,word,เมืองเพชรบูรณ์ > ป่าเลา > 67000,str,text_contains_67
areas,5791,word,เมืองเพชรบูรณ์ > ในเมือง > 67000,str,text_contains_67
areas,5792,word,หล่มสัก > ช้างตะลูด > 67110,str,text_contains_67
areas,5793,word,หล่มสัก > ตาลเดี่ยว > 67110,str,text_contains_67
areas,5794,word,หล่มสัก > บ้านกลาง > 67110,str,text_contains_67
areas,5795,word,หล่มสัก > บ้านติ้ว > 67110,str,text_contains_67
areas,5796,word,หล่มสัก > บ้านหวาย > 67110,str,text_contains_67
areas,5797,word,หล่มสัก > บ้านโสก > 67110,str,text_contains_67
areas,5798,word,หล่มสัก > บ้านไร่ > 67110,str,text_contains_67
areas,5799,word,หล่มสัก > ปากช่อง > 67110,str,text_contains_67
areas,5800,word,หล่มสัก > ปากดุก > 67110,str,text_contains_67
areas,5801,word,หล่มสัก > ลานบ่า > 67110,str,text_contains_67
areas,5802,word,หล่มสัก > วัดป่า > 67110,str,text_contains_67
areas,5803,word,หล่มสัก > หนองไขว่ > 67110,str,text_contains_67
areas,5804,word,หล่มสัก > หล่มสัก > 67110,str,text_contains_67
areas,5805,word,หล่มสัก > ห้วยไร่ > 67110,str,text_contains_67
areas,331,zip_code,67160,int,numeric_contains_67
areas,332,zip_code,67160,int,numeric_contains_67
areas,333,zip_code,67160,int,numeric_contains_67
areas,334,zip_code,67160,int,numeric_contains_67
areas,335,zip_code,67160,int,numeric_contains_67
areas,336,zip_code,67230,int,numeric_contains_67
areas,337,zip_code,67160,int,numeric_contains_67
areas,338,zip_code,67160,int,numeric_contains_67
areas,339,zip_code,67160,int,numeric_contains_67
areas,340,zip_code,67130,int,numeric_contains_67
areas,341,zip_code,67130,int,numeric_contains_67
areas,342,zip_code,67130,int,numeric_contains_67
areas,343,zip_code,67130,int,numeric_contains_67
areas,344,zip_code,67140,int,numeric_contains_67
areas,345,zip_code,67140,int,numeric_contains_67
areas,346,zip_code,67140,int,numeric_contains_67
areas,347,zip_code,67140,int,numeric_contains_67
areas,348,zip_code,67140,int,numeric_contains_67
areas,349,zip_code,67140,int,numeric_contains_67
areas,350,zip_code,67140,int,numeric_contains_67
areas,351,zip_code,67140,int,numeric_contains_67
areas,352,zip_code,67000,int,numeric_contains_67
areas,353,zip_code,67000,int,numeric_contains_67
areas,354,zip_code,67000,int,numeric_contains_67
areas,355,zip_code,67000,int,numeric_contains_67
areas,356,zip_code,67210,int,numeric_contains_67
areas,357,zip_code,67000,int,numeric_contains_67
areas,358,zip_code,67000,int,numeric_contains_67
areas,359,zip_code,67000,int,numeric_contains_67
areas,360,zip_code,67210,int,numeric_contains_67
areas,361,zip_code,67210,int,numeric_contains_67
areas,362,zip_code,67000,int,numeric_contains_67
areas,363,zip_code,67210,int,numeric_contains_67
areas,364,zip_code,67000,int,numeric_contains_67
areas,393,zip_code,67180,int,numeric_contains_67
areas,394,zip_code,67180,int,numeric_contains_67
areas,395,zip_code,67130,int,numeric_contains_67
areas,396,zip_code,67130,int,numeric_contains_67
areas,397,zip_code,67130,int,numeric_contains_67
areas,398,zip_code,67180,int,numeric_contains_67
areas,399,zip_code,67180,int,numeric_contains_67
areas,400,zip_code,67180,int,numeric_contains_67
areas,401,zip_code,67180,int,numeric_contains_67
areas,402,zip_code,67130,int,numeric_contains_67
areas,403,zip_code,67170,int,numeric_contains_67
areas,404,zip_code,67170,int,numeric_contains_67
areas,405,zip_code,67170,int,numeric_contains_67
areas,406,zip_code,67170,int,numeric_contains_67
areas,407,zip_code,67170,int,numeric_contains_67
areas,408,zip_code,67170,int,numeric_contains_67
areas,409,zip_code,67170,int,numeric_contains_67
areas,410,zip_code,67150,int,numeric_contains_67
areas,411,zip_code,67150,int,numeric_contains_67
areas,412,zip_code,67190,int,numeric_contains_67
areas,413,zip_code,67190,int,numeric_contains_67
areas,414,zip_code,67150,int,numeric_contains_67
areas,415,zip_code,67190,int,numeric_contains_67
areas,416,zip_code,67150,int,numeric_contains_67
areas,417,zip_code,67150,int,numeric_contains_67
areas,418,zip_code,67150,int,numeric_contains_67
areas,419,zip_code,67240,int,numeric_contains_67
areas,420,zip_code,67240,int,numeric_contains_67
areas,421,zip_code,67240,int,numeric_contains_67
areas,422,zip_code,67240,int,numeric_contains_67
areas,423,zip_code,67240,int,numeric_contains_67
areas,424,zip_code,67220,int,numeric_contains_67
areas,425,zip_code,67140,int,numeric_contains_67
areas,426,zip_code,67220,int,numeric_contains_67
areas,427,zip_code,67140,int,numeric_contains_67
areas,428,zip_code,67220,int,numeric_contains_67
areas,5759,zip_code,67270,int,numeric_contains_67
areas,5760,zip_code,67270,int,numeric_contains_67
areas,5761,zip_code,67270,int,numeric_contains_67
areas,5762,zip_code,67270,int,numeric_contains_67
areas,5763,zip_code,67270,int,numeric_contains_67
areas,5764,zip_code,67280,int,numeric_contains_67
areas,5765,zip_code,67280,int,numeric_contains_67
areas,5766,zip_code,67120,int,numeric_contains_67
areas,5767,zip_code,67120,int,numeric_contains_67
areas,5768,zip_code,67120,int,numeric_contains_67
areas,5769,zip_code,67120,int,numeric_contains_67
areas,5770,zip_code,67120,int,numeric_contains_67
areas,5771,zip_code,67120,int,numeric_contains_67
areas,5772,zip_code,67120,int,numeric_contains_67
areas,5773,zip_code,67120,int,numeric_contains_67
areas,5774,zip_code,67120,int,numeric_contains_67
areas,5775,zip_code,67110,int,numeric_contains_67
areas,5776,zip_code,67110,int,numeric_contains_67
areas,5777,zip_code,67110,int,numeric_contains_67
areas,5778,zip_code,67110,int,numeric_contains_67
areas,5779,zip_code,67110,int,numeric_contains_67
areas,5780,zip_code,67110,int,numeric_contains_67
areas,5781,zip_code,67110,int,numeric_contains_67
areas,5782,zip_code,67110,int,numeric_contains_67
areas,5783,zip_code,67110,int,numeric_contains_67
areas,5784,zip_code,67260,int,numeric_contains_67
areas,5785,zip_code,67260,int,numeric_contains_67
areas,5786,zip_code,67260,int,numeric_contains_67
areas,5787,zip_code,67260,int,numeric_contains_67
areas,5788,zip_code,67250,int,numeric_contains_67
areas,5789,zip_code,67000,int,numeric_contains_67
areas,5790,zip_code,67000,int,numeric_contains_67
areas,5791,zip_code,67000,int,numeric_contains_67
areas,5792,zip_code,67110,int,numeric_contains_67
areas,5793,zip_code,67110,int,numeric_contains_67
areas,5794,zip_code,67110,int,numeric_contains_67
areas,5795,zip_code,67110,int,numeric_contains_67
areas,5796,zip_code,67110,int,numeric_contains_67
areas,5797,zip_code,67110,int,numeric_contains_67
areas,5798,zip_code,67110,int,numeric_contains_67
areas,5799,zip_code,67110,int,numeric_contains_67
areas,5800,zip_code,67110,int,numeric_contains_67
areas,5801,zip_code,67110,int,numeric_contains_67
areas,5802,zip_code,67110,int,numeric_contains_67
areas,5803,zip_code,67110,int,numeric_contains_67
areas,5804,zip_code,67110,int,numeric_contains_67
areas,5805,zip_code,67110,int,numeric_contains_67
bottom5_turnout,หนองบัวลำภู,% Winning,38.35666666666667,float,numeric_contains_67
bottom_efficiency,14,Total Votes,256732,int,numeric_contains_67
bottom_efficiency,14,Votes per Seat,256732.0,float,numeric_contains_67
closest_races,188,% Margin,0.046732715571337735,float,numeric_contains_67
comp_table,ภูเก็ต,Avg % Margin,4.536034633279367,float,numeric_contains_67
competitive_provinces,ชัยภูมิ,avg_margin_percent,5.305313656734823,float,numeric_contains_67
competitive_provinces,ภูเก็ต,avg_margin_percent,4.536034633279367,float,numeric_contains_67
competitive_provinces,สุโขทัย,avg_margin_percent,5.4184733302299675,float,numeric_contains_67
competitive_provinces,เพชรบุรี,avg_margin_percent,6.1154467917889574,float,numeric_contains_67
competitive_provinces,เลย,avg_margin_percent,5.507396852679019,float,numeric_contains_67
competitive_provinces,พิจิตร,ref_เห็นชอบ_percent,55.37586176710906,float,numeric_contains_67
competitive_provinces,สุโขทัย,ref_เห็นชอบ_percent,56.68246116721304,float,numeric_contains_67
competitive_provinces,สุโขทัย,ref_ไม่เห็นชอบ_percent,32.56711677142162,float,numeric_contains_67
competitive_provinces,อำนาจเจริญ,ref_ไม่เห็นชอบ_percent,36.537463096757705,float,numeric_contains_67
constituency_analysis,0,candidates,"[{'fullName': 'ปารเมศ วิทยารักษ์สรรค์', 'totalVotes': 32564, 'candidateNumber': 5, 'updatedAt': '2026-02-07T16:49:10.564Z', 'percent': 44.39, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'พีรวุฒิ พิมพ์สมฤดี', 'totalVotes': 14018, 'candidateNumber': 9, 'updatedAt': '2026-02-07T16:49:14.267Z', 'percent': 19.11, 'rank': 2, 'party': {'code': '27', 'color': '#70c0fd', 'name': 'พรรคประชาธิปัตย์'}}, {'fullName': 'ลลิดา เพริศวิวัฒนา', 'totalVotes': 13661, 'candidateNumber': 1, 'updatedAt': '2026-02-07T16:49:03.079Z', 'percent': 18.62, 'rank': 3, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}]",str,text_contains_67
constituency_analysis,2,candidates,"[{'fullName': 'จรยุทธ จตุรพรประสิทธิ์', 'totalVotes': 32753, 'candidateNumber': 9, 'updatedAt': '2026-02-07T16:49:14.267Z', 'percent': 45.07, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'อภิมุข ฉันทวานิช', 'totalVotes': 18263, 'candidateNumber': 3, 'updatedAt': '2026-02-07T16:49:07.677Z', 'percent': 25.13, 'rank': 2, 'party': {'code': '27', 'color': '#70c0fd', 'name': 'พรรคประชาธิปัตย์'}}, {'fullName': 'สาโรช ต่อเทียนชัย', 'totalVotes': 9711, 'candidateNumber': 12, 'updatedAt': '2026-02-07T16:49:14.795Z', 'percent': 13.36, 'rank': 3, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}]",str,text_contains_67
constituency_analysis,6,candidates,"[{'fullName': 'ภัสริน รามวงศ์', 'totalVotes': 38574, 'candidateNumber': 8, 'updatedAt': '2026-02-07T16:49:13.708Z', 'percent': 47.93, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'ลลิตา ฤกษ์สำราญ', 'totalVotes': 11394, 'candidateNumber': 6, 'updatedAt': '2026-02-07T16:49:11.851Z', 'percent': 14.16, 'rank': 2, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}, {'fullName': 'ชื่นชอบ คงอุดม', 'totalVotes': 10678, 'candidateNumber': 4, 'updatedAt': '2026-02-07T16:49:09.325Z', 'percent': 13.27, 'rank': 3, 'party': {'code': '6', 'color': '#243180', 'name': 'พรรครวมไทยสร้างชาติ'}}]",str,text_contains_67
constituency_analysis,8,candidates,"[{'fullName': 'ศุภณัฐ มีนชัยนันท์', 'totalVotes': 47108, 'candidateNumber': 5, 'updatedAt': '2026-02-07T16:49:09.633Z', 'percent': 51.96, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'ณัฐวรินธร บวรภัควุฒิสิริ', 'totalVotes': 16267, 'candidateNumber': 6, 'updatedAt': '2026-02-07T16:49:11.538Z', 'percent': 17.94, 'rank': 2, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}, {'fullName': 'วิเวียน จุลมนต์', 'totalVotes': 10691, 'candidateNumber': 1, 'updatedAt': '2026-02-07T16:49:03.079Z', 'percent': 11.79, 'rank': 3, 'party': {'code': '27', 'color': '#70c0fd', 'name': 'พรรคประชาธิปัตย์'}}]",str,text_contains_67
constituency_analysis,12,candidates,"[{'fullName': 'เรืออากาศโทธนเดช เพ็งสุข', 'totalVotes': 39644, 'candidateNumber': 7, 'updatedAt': '2026-02-07T16:49:12.470Z', 'percent': 49.62, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'ศุกล กุลสิงห์', 'totalVotes': 13459, 'candidateNumber': 3, 'updatedAt': '2026-02-07T16:49:07.677Z', 'percent': 16.85, 'rank': 2, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}, {'fullName': 'ภาณุพงศ์ ลักษณวิศิษฏ์', 'totalVotes': 10173, 'candidateNumber': 8, 'updatedAt': '2026-02-07T16:49:13.442Z', 'percent': 12.73, 'rank': 3, 'party': {'code': '27', 'color': '#70c0fd', 'name': 'พรรคประชาธิปัตย์'}}]",str,text_contains_67
constituency_analysis,16,candidates,"[{'fullName': 'วีรวุธ รักเที่ยง', 'totalVotes': 27187, 'candidateNumber': 10, 'updatedAt': '2026-02-07T16:49:14.267Z', 'percent': 39.91, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'สุขสันต์ แสงศรี', 'totalVotes': 15271, 'candidateNumber': 4, 'updatedAt': '2026-02-07T16:49:08.685Z', 'percent': 22.42, 'rank': 2, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}, {'fullName': 'ไพโรจน์ อิสระเสรีพงษ์', 'totalVotes': 11793, 'candidateNumber': 6, 'updatedAt': '2026-02-07T16:49:11.851Z', 'percent': 17.31, 'rank': 3, 'party': {'code': '9', 'color': '#fe0000', 'name': 'พรรคเพื่อไทย'}}]",str,text_contains_67
constituency_analysis,20,candidates,"[{'fullName': 'ณัฐพงศ์ เปรมพูลสวัสดิ์', 'totalVotes': 41256, 'candidateNumber': 8, 'updatedAt': '2026-02-07T16:49:13.129Z', 'percent': 49.69, 'rank': 1, 'party': {'code': '46', 'color': '#ff6412', 'name': 'พรรคประชาชน'}}, {'fullName': 'กิตพล เชิดชูกิจกุล', 'totalVotes': 19685, 'candidateNumber': 14, 'updatedAt': '2026-02-07T16:49:15.052Z', 'percent': 23.71, 'rank': 2, 'party': {'code': '27', 'color': '#70c0fd', 'name': 'พรรคประชาธิปัตย์'}}, {'fullName': 'ทวนชัย นิยมชาติ', 'totalVotes': 9670, 'candidateNumber': 4, 'updatedAt': '2026-02-07T16:49:08.376Z', 'percent': 11.65, 'rank': 3, 'party': {'code': '37', 'color': '#131c5f', 'name': 'พรรคภูมิใจไทย'}}]",str,text_contains_67
